Maximum error,Date_imputed,vanishing_time,Time of maximum error,Time for maximum error,Time from maximum to tolerated error
0.36959737490587585,2018-01-30 07:20:00,4 days 08:50:00,2018-01-30 20:00:00,0 days 12:40:00,3 days 20:10:00
