Maximum_error,thermal_zone,Date_imputed,vanishing_time,Time of maximum error,Time_for_maximum_error,Time from maximum to tolerated error
0.170953179476978,N1AU404,2018-04-15 06:30:00,0.6319444444444444,2018-04-15 14:50:00,0 days 08:20:00,0 days 06:50:00
0.45212727321341,N1AU404,2018-04-23 06:20:00,2.333333333333333,2018-04-23 16:10:00,0 days 09:50:00,1 days 22:10:00
0.151199521904342,N1AU404,2018-05-01 06:20:00,0.9027777777777778,2018-05-01 16:50:00,0 days 10:30:00,0 days 11:10:00
0.159146532937747,N1AU404,2018-05-09 06:10:00,0.6319444444444444,2018-05-09 13:20:00,0 days 07:10:00,0 days 08:00:00
0.4752859618623191,N1AU404,2018-05-17 06:10:00,2.4652777777777777,2018-05-17 16:40:00,0 days 10:30:00,2 days 00:40:00
0.2360414731422579,N1AU404,2018-05-25 06:10:00,1.4513888888888888,2018-05-25 17:40:00,0 days 11:30:00,0 days 23:20:00
0.145059114867287,N1AU404,2018-06-02 06:10:00,0.6527777777777778,2018-06-02 14:00:00,0 days 07:50:00,0 days 07:50:00
0.3377699561905487,N1AU404,2018-06-10 06:10:00,1.5625,2018-06-10 16:50:00,0 days 10:40:00,1 days 02:50:00
1.5028373978797165,N1AU404,2018-06-18 06:10:00,5.631944444444445,2018-06-18 17:00:00,0 days 10:50:00,5 days 04:20:00
0.6229389099893794,N1AU404,2018-06-26 06:10:00,0.8472222222222222,2018-06-26 11:10:00,0 days 05:00:00,0 days 15:20:00
0.247820145219471,N1AU404,2018-07-04 06:10:00,0.6388888888888888,2018-07-04 10:00:00,0 days 03:50:00,0 days 11:30:00
0.3723585081049414,N1AU404,2018-07-12 06:20:00,1.5763888888888888,2018-07-12 14:20:00,0 days 08:00:00,1 days 05:50:00
0.2561113181695624,N1AU404,2018-07-20 06:20:00,0.6458333333333334,2018-07-20 17:00:00,0 days 10:40:00,0 days 04:50:00
0.2694222700647195,N1AU404,2018-07-28 06:20:00,1.4305555555555556,2018-07-28 18:20:00,0 days 12:00:00,0 days 22:20:00
0.2962639909376499,N1AU404,2018-08-05 06:20:00,1.4236111111111112,2018-08-05 17:10:00,0 days 10:50:00,0 days 23:20:00
0.2461295737258844,N1AU404,2018-08-13 06:30:00,1.2986111111111112,2018-08-13 17:20:00,0 days 10:50:00,0 days 20:20:00
0.2589369348654955,N1AU404,2018-08-21 06:30:00,0.6319444444444444,2018-08-21 12:40:00,0 days 06:10:00,0 days 09:00:00
0.5212556198911109,N1AU404,2018-08-29 06:30:00,2.3472222222222223,2018-08-29 12:50:00,0 days 06:20:00,2 days 02:00:00
0.292086355556755,N1AU404,2018-09-06 06:30:00,0.9305555555555556,2018-09-06 13:00:00,0 days 06:30:00,0 days 15:50:00
0.2820511825618226,N1AU404,2018-09-14 06:30:00,1.3472222222222223,2018-09-14 15:40:00,0 days 09:10:00,0 days 23:10:00
0.3779197991511509,N1AU404,2018-09-22 06:40:00,1.25,2018-09-22 14:00:00,0 days 07:20:00,0 days 22:40:00
0.2313237423039709,N1AU404,2018-09-30 06:40:00,1.2986111111111112,2018-09-30 16:00:00,0 days 09:20:00,0 days 21:50:00
0.3888700260489557,N1AU404,2018-10-08 06:40:00,1.2847222222222223,2018-10-08 09:50:00,0 days 03:10:00,1 days 03:40:00
0.310080312674529,N1AU404,2018-10-16 06:40:00,0.9166666666666666,2018-10-16 09:00:00,0 days 02:20:00,0 days 19:40:00
0.2218117629319351,N1AU404,2018-10-24 06:40:00,1.0208333333333333,2018-10-24 08:50:00,0 days 02:10:00,0 days 22:20:00
0.4863773263767186,N1AU404,2018-11-01 06:50:00,2.3125,2018-11-01 14:00:00,0 days 07:10:00,2 days 00:20:00
0.1112568630207171,N1AU404,2018-11-09 06:50:00,0.6319444444444444,2018-11-09 12:50:00,0 days 06:00:00,0 days 09:10:00
0.2156632891502141,N1AU404,2018-11-17 07:00:00,0.6319444444444444,2018-11-17 13:50:00,0 days 06:50:00,0 days 08:20:00
0.2580423503144651,N1AU404,2018-11-25 07:00:00,1.2013888888888888,2018-11-25 18:10:00,0 days 11:10:00,0 days 17:40:00
0.3704824935080637,N1AU404,2018-12-03 07:00:00,0.9722222222222222,2018-12-03 09:00:00,0 days 02:00:00,0 days 21:20:00
0.3044096740756004,N1AU404,2018-12-11 07:10:00,1.993055555555556,2018-12-11 15:00:00,0 days 07:50:00,1 days 16:00:00
0.4661991174658482,N1AU404,2018-12-19 07:10:00,1.7222222222222223,2018-12-19 08:50:00,0 days 01:40:00,1 days 15:40:00
0.2795608861441963,N1AU404,2018-12-27 07:20:00,1.2777777777777777,2018-12-27 13:00:00,0 days 05:40:00,1 days 01:00:00
2.3492254894485995,N2AU101,2018-01-01 07:20:00,5.784722222222222,2018-01-01 18:00:00,0 days 10:40:00,5 days 08:10:00
0.127053750432875,N2AU101,2018-01-09 07:20:00,0.6319444444444444,2018-01-09 17:30:00,0 days 10:10:00,0 days 05:00:00
0.4814576615132928,N2AU101,2018-01-17 07:20:00,2.3402777777777777,2018-01-17 16:10:00,0 days 08:50:00,1 days 23:20:00
0.8427324772155451,N2AU101,2018-01-25 07:20:00,2.173611111111111,2018-01-25 14:20:00,0 days 07:00:00,1 days 21:10:00
0.3958882147267673,N2AU101,2018-02-02 07:20:00,1.4375,2018-02-02 15:20:00,0 days 08:00:00,1 days 02:30:00
0.4427006199946319,N2AU101,2018-02-10 07:20:00,2.076388888888889,2018-02-10 15:10:00,0 days 07:50:00,1 days 18:00:00
0.1307150523652005,N2AU101,2018-02-18 07:10:00,0.6319444444444444,2018-02-18 18:10:00,0 days 11:00:00,0 days 04:10:00
0.4558521968855089,N2AU101,2018-02-26 07:10:00,2.173611111111111,2018-02-26 17:30:00,0 days 10:20:00,1 days 17:50:00
0.0465453692556252,N2AU101,2018-03-06 07:00:00,0.6319444444444444,2018-03-06 17:50:00,0 days 10:50:00,0 days 04:20:00
0.1123944789711899,N2AU101,2018-03-14 07:00:00,0.7430555555555556,2018-03-14 11:00:00,0 days 04:00:00,0 days 13:50:00
0.3562886369858375,N2AU101,2018-03-22 06:50:00,2.2847222222222223,2018-03-22 16:00:00,0 days 09:10:00,1 days 21:40:00
0.0922625002848676,N2AU101,2018-03-30 06:40:00,0.6319444444444444,2018-03-30 11:20:00,0 days 04:40:00,0 days 10:30:00
