TIMESTAMP,I_dir_Avg,I_glo_Avg,I_dif_Avg,AirTC_Avg,RH,CS106_PB_Avg
2015-01-01 00:00:00,0.0,0.0,0.0,17.75,60.12,878.4097
2015-01-01 00:10:00,0.0,0.0,0.0,17.46,59.51,878.827
2015-01-01 00:20:00,0.136,0.0,0.0,17.78,57.6,878.8638
2015-01-01 00:30:00,0.351,0.0,0.0,18.08,59.78,878.7399
2015-01-01 00:40:00,0.0,0.002,0.0,17.57,59.99,878.6697
2015-01-01 00:50:00,0.0,0.0,0.0,17.31,61.04,878.3202
2015-01-01 01:00:00,0.055,0.0,0.0,17.22,60.88,878.256
2015-01-01 01:10:00,0.0,0.0,0.0,17.03,63.16,878.2894
2015-01-01 01:20:00,0.0,0.0,0.0,16.63,62.54,878.3227
2015-01-01 01:30:00,0.205,0.0,0.0,16.8,63.26,878.5737
2015-01-01 01:40:00,0.212,0.0,0.0,16.75,62.96,878.4822
2015-01-01 01:50:00,0.0,0.002,0.0,16.54,62.79,878.4182
2015-01-01 02:00:00,0.019,0.004,0.0,16.48,64.77,878.1744
2015-01-01 02:10:00,0.0,0.0,0.0,16.13,65.35,878.2866
2015-01-01 02:20:00,0.002,0.08,0.0,16.08,65.35,878.256
2015-01-01 02:30:00,0.064,0.303,0.0,16.11,64.19,878.2189
2015-01-01 02:40:00,0.401,0.121,0.0,16.31,63.71,878.1377
2015-01-01 02:50:00,0.332,0.046,0.0,16.36,63.3,878.0908
2015-01-01 03:00:00,0.254,0.004,0.0,16.2,63.88,878.1393
2015-01-01 03:10:00,0.288,0.0,0.0,16.16,62.62,878.1664
2015-01-01 03:20:00,0.076,0.0,0.0,15.89,65.08,878.2388
2015-01-01 03:30:00,0.0,0.007,0.0,15.96,64.02,878.0495
2015-01-01 03:40:00,0.001,0.046,0.0,15.89,64.05,877.8965
2015-01-01 03:50:00,0.0,0.05,0.0,16.1,64.39,877.9294
2015-01-01 04:00:00,0.09,0.0,0.0,15.76,65.55,878.1255
2015-01-01 04:10:00,0.38,0.001,0.0,15.73,63.54,810.9083
2015-01-01 04:20:00,0.152,0.2,0.0,15.75,65.76,878.2484
2015-01-01 04:30:00,0.045,0.138,0.0,15.52,65.18,878.1831
2015-01-01 04:40:00,0.029,0.117,0.0,15.51,64.84,878.2318
2015-01-01 04:50:00,0.0,0.022,0.0,15.34,66.1,878.1748
2015-01-01 05:00:00,0.016,0.062,0.0,15.32,66.81,878.1014
2015-01-01 05:10:00,0.136,0.011,0.111,15.29,64.7,878.1744
2015-01-01 05:20:00,0.211,0.011,0.108,15.35,66.54,878.1591
2015-01-01 05:30:00,0.032,0.0,0.024,14.87,72.17,878.2565
2015-01-01 05:40:00,0.029,0.002,0.0,14.41,67.5,878.2811
2015-01-01 05:50:00,0.346,0.045,0.012,15.09,64.56,878.2077
2015-01-01 06:00:00,0.597,0.056,0.001,15.38,64.6,878.314
2015-01-01 06:10:00,0.579,0.09,0.023,15.5,64.43,878.3548
2015-01-01 06:20:00,0.395,0.001,0.0,15.49,64.16,878.4208
2015-01-01 06:30:00,0.0,0.0,0.0,15.23,65.69,878.5427
2015-01-01 06:40:00,0.0,0.001,0.0,15.06,68.35,878.5921
2015-01-01 06:50:00,0.0,0.039,0.0,14.48,67.43,878.6169
2015-01-01 07:00:00,0.0,0.466,0.237,14.55,70.7,878.6577
2015-01-01 07:10:00,0.149,2.576,2.24,14.29,67.43,878.6985
2015-01-01 07:20:00,0.17,8.41,6.991,14.37,68.42,878.8376
2015-01-01 07:30:00,0.38,29.66,16.66,14.63,67.97,878.9442
2015-01-01 07:40:00,0.001,60.02,25.54,14.73,68.01,879.0339
2015-01-01 07:50:00,0.0,91.4,32.74,14.88,66.68,879.3125
2015-01-01 08:00:00,0.0,126.7,39.34,15.62,62.69,879.525
2015-01-01 08:10:00,0.0,161.8,44.3,16.53,60.41,879.623
2015-01-01 08:20:00,0.0,197.8,48.24,17.65,55.77,879.6753
2015-01-01 08:30:00,0.0,236.4,52.78,19.25,52.9,879.7786
2015-01-01 08:40:00,0.0,271.9,56.9,19.3,53.99,879.7275
2015-01-01 08:50:00,0.0,309.0,59.84,19.64,51.6,879.8127
2015-01-01 09:00:00,0.0,345.4,61.61,20.0,50.54,879.8506
2015-01-01 09:10:00,0.0,380.5,65.59,20.8,47.1,879.949
2015-01-01 09:20:00,0.0,415.4,67.94,21.88,44.78,880.1247
2015-01-01 09:30:00,0.0,450.6,69.28,20.87,47.47,880.4346
2015-01-01 09:40:00,0.0,490.1,70.99,21.46,44.3,880.5572
2015-01-01 09:50:00,0.0,518.4,71.95,21.54,44.06,880.6305
2015-01-01 10:00:00,0.0,544.9,74.28,21.59,43.86,880.6471
2015-01-01 10:10:00,0.0,572.3,76.85,21.69,43.86,880.6632
2015-01-01 10:20:00,0.0,596.0,79.26,21.73,42.49,880.7861
2015-01-01 10:30:00,0.0,622.5,79.3,22.26,40.82,880.7696
2015-01-01 10:40:00,0.127,646.8,79.13,22.57,41.03,880.7859
2015-01-01 10:50:00,0.232,666.5,80.1,22.96,39.39,880.7615
2015-01-01 11:00:00,0.0,685.6,81.7,22.84,40.25,880.6875
2015-01-01 11:20:00,0.022,722.2,89.2,23.13,40.04,804.0176
2015-01-01 11:30:00,0.0,733.2,98.1,23.95,36.77,879.6816
2015-01-01 11:40:00,0.0,752.0,108.2,23.94,36.19,879.5997
2015-01-01 11:50:00,0.0,745.7,108.4,24.62,34.45,879.5839
2015-01-01 12:00:00,0.0,760.8,105.0,24.98,35.44,879.5423
2015-01-01 12:10:00,0.0,773.7,102.7,24.52,35.88,879.4694
2015-01-01 12:20:00,0.0,772.3,116.7,24.59,35.44,840.9719
2015-01-01 12:30:00,0.0,780.4,124.3,24.43,33.67,879.1815
2015-01-01 12:40:00,0.0,551.0,137.8,24.68,36.26,878.7665
2015-01-01 12:50:00,0.0,780.2,141.2,24.75,32.88,878.8143
2015-01-01 13:00:00,0.013,788.2,144.2,25.67,30.74,878.5115
2015-01-01 13:10:00,0.0,724.8,150.1,25.74,30.64,878.209
2015-01-01 13:20:00,0.0,723.0,152.0,26.12,31.28,877.9066
2015-01-01 13:30:00,0.0,778.5,137.6,25.98,31.59,877.6365
2015-01-01 13:40:00,0.0,754.4,124.6,25.67,30.91,876.9079
2015-01-01 13:50:00,0.0,674.5,130.3,26.37,28.59,876.6316
2015-01-01 14:00:00,0.0,710.6,132.2,26.48,28.39,876.9825
2015-01-01 14:10:00,0.0,649.5,123.6,26.25,27.23,876.737
2015-01-01 14:20:00,0.0,693.4,109.3,26.68,26.0,876.5735
2015-01-01 14:30:00,0.0,673.9,95.9,27.08,25.69,876.4019
2015-01-01 14:40:00,0.0,640.4,95.8,27.51,24.57,876.32
2015-01-01 14:50:00,0.0,630.0,97.1,27.04,23.07,876.1813
2015-01-01 15:00:00,0.0,622.6,115.3,27.58,23.79,876.1238
2015-01-01 15:10:00,0.0,585.2,99.9,26.95,23.68,850.8856
2015-01-01 15:20:00,0.0,559.6,89.6,26.75,23.55,875.7144
2015-01-01 15:30:00,0.0,453.9,75.33,26.34,21.64,875.5348
2015-01-01 15:40:00,0.0,461.8,68.7,26.9,22.66,875.4204
2015-01-01 15:50:00,0.0,447.6,67.96,27.16,21.43,875.3551
2015-01-01 16:00:00,0.0,401.2,65.95,27.47,21.26,875.3062
2015-01-01 16:10:00,0.0,351.5,64.97,27.63,26.04,875.2814
2015-01-01 16:20:00,0.0,296.7,59.87,26.75,24.81,875.2734
2015-01-01 16:30:00,0.0,261.9,57.02,27.03,24.71,875.2245
2015-01-01 16:40:00,0.0,238.5,53.67,26.63,23.96,875.1753
2015-01-01 16:50:00,0.0,210.8,50.66,26.97,23.72,875.1833
2015-01-01 17:00:00,0.0,184.6,46.82,26.98,23.99,875.2664
2015-01-01 17:10:00,0.0,159.6,42.92,26.97,22.39,875.6323
2015-01-01 17:20:00,0.0,139.9,39.92,27.15,23.75,875.1996
2015-01-01 17:30:00,0.0,119.2,36.12,26.83,22.97,875.1838
2015-01-01 17:40:00,0.0,86.6,29.79,26.95,23.58,875.4625
2015-01-01 17:50:00,0.0,52.15,21.3,26.43,23.51,875.8297
2015-01-01 18:00:00,0.0,29.98,15.72,25.9,25.32,875.8868
2015-01-01 18:10:00,0.0,7.671,6.916,25.21,26.68,875.8456
2015-01-01 18:20:00,0.0,3.014,2.586,24.83,27.53,875.7232
2015-01-01 18:30:00,0.0,0.548,0.29,24.45,29.24,875.7232
2015-01-01 18:40:00,0.0,0.0,0.0,23.61,32.24,875.6987
2015-01-01 18:50:00,0.0,0.0,0.0,22.43,35.78,875.6575
2015-01-01 19:00:00,0.0,0.0,0.0,21.23,38.51,875.453
2015-01-01 19:10:00,0.0,0.0,0.0,20.73,39.8,875.4124
2015-01-01 19:20:00,0.0,0.0,0.0,20.0,42.26,607.0354
2015-01-01 19:30:00,0.0,0.0,0.0,20.02,41.37,875.535
2015-01-01 19:40:00,0.0,0.0,0.0,20.17,40.52,875.6328
2015-01-01 19:50:00,0.0,0.0,0.0,20.12,40.69,875.7563
2015-01-01 20:00:00,0.0,0.0,0.0,20.09,41.0,875.8542
2015-01-01 20:10:00,0.0,0.0,0.0,19.88,41.44,875.731
2015-01-01 20:20:00,0.0,0.0,0.0,19.58,41.75,875.8651
2015-01-01 20:30:00,0.0,0.003,0.0,19.67,39.87,875.8154
2015-01-01 20:40:00,0.0,0.0,0.0,19.76,39.91,876.0264
2015-01-01 20:50:00,0.0,0.0,0.0,19.52,38.07,875.9714
2015-01-01 21:00:00,0.0,0.005,0.0,19.77,36.4,876.0784
2015-01-01 21:10:00,0.0,0.0,0.0,19.62,39.47,876.2223
2015-01-01 21:20:00,0.0,0.0,0.0,18.98,39.88,876.3128
2015-01-01 21:30:00,0.0,0.0,0.0,18.89,38.38,876.338
2015-01-01 21:40:00,0.0,0.0,0.0,18.86,37.32,876.4659
2015-01-01 21:50:00,0.0,0.0,0.0,18.77,35.11,876.4953
2015-01-01 22:00:00,0.0,0.0,0.0,18.71,38.14,876.8675
2015-01-01 22:10:00,0.0,0.0,0.0,18.04,37.53,876.935
2015-01-01 22:20:00,0.0,0.0,0.0,17.65,38.79,876.9359
2015-01-01 22:30:00,0.0,0.0,0.0,17.76,35.99,689.9899
2015-01-01 22:40:00,0.0,0.0,0.0,17.42,39.91,876.8057
2015-01-01 22:50:00,0.0,0.0,0.0,17.11,41.96,662.9351
2015-01-01 23:00:00,0.0,0.0,0.0,16.91,42.5,876.38
2015-01-01 23:10:00,0.0,0.0,0.0,16.84,41.82,876.6354
2015-01-01 23:20:00,0.0,0.001,0.0,16.91,40.6,876.5546
2015-01-01 23:30:00,0.0,0.031,0.0,16.97,38.76,876.6638
2015-01-01 23:40:00,0.0,0.0,0.0,17.34,41.08,876.6378
2015-01-01 23:50:00,0.0,0.0,0.0,17.03,39.13,876.6561
2015-01-02 00:00:00,0.0,0.0,0.0,17.01,42.27,876.6041
2015-01-02 00:10:00,0.0,0.0,0.0,16.44,40.43,876.4157
2015-01-02 00:20:00,0.0,0.0,0.0,16.62,42.75,876.4302
2015-01-02 00:30:00,0.0,0.001,0.0,16.89,39.37,876.3774
2015-01-02 00:40:00,0.0,0.013,0.0,16.92,37.74,876.4279
2015-01-02 00:50:00,0.0,0.0,0.0,16.55,40.22,876.3896
2015-01-02 01:00:00,0.0,0.0,0.0,16.5,38.59,876.3585
2015-01-02 01:10:00,0.0,0.0,0.0,16.82,39.71,876.5062
2015-01-02 01:20:00,0.022,0.0,0.0,16.67,38.72,876.6197
2015-01-02 01:30:00,0.0,0.0,0.0,16.22,44.15,876.5106
2015-01-02 01:40:00,0.0,0.0,0.0,15.9,40.5,876.5467
2015-01-02 01:50:00,0.144,0.001,0.002,16.63,44.72,876.4895
2015-01-02 02:00:00,0.0,0.0,0.0,15.76,46.57,876.6694
2015-01-02 02:10:00,0.104,0.089,0.136,16.11,42.78,876.6116
2015-01-02 02:20:00,0.155,0.066,0.049,16.73,44.55,876.5548
2015-01-02 02:30:00,0.06,0.086,0.041,16.45,49.6,876.6127
2015-01-02 02:40:00,0.0,0.0,0.0,15.79,47.25,876.545
2015-01-02 02:50:00,0.109,0.0,0.061,16.03,50.62,876.5444
2015-01-02 03:00:00,0.0,0.009,0.039,15.44,48.07,876.432
2015-01-02 03:10:00,0.126,0.039,0.058,15.84,48.54,876.4236
2015-01-02 03:20:00,0.586,0.109,0.15,16.29,46.29,876.3095
2015-01-02 03:30:00,0.085,0.011,0.0,16.1,48.68,876.3583
2015-01-02 03:40:00,0.0,0.0,0.0,15.96,46.77,876.3669
2015-01-02 03:50:00,0.0,0.0,0.0,16.06,50.25,876.4401
2015-01-02 04:00:00,0.0,0.054,0.0,16.05,47.79,876.4546
2015-01-02 04:10:00,0.0,0.0,0.04,16.26,47.66,876.5042
2015-01-02 04:20:00,0.104,0.002,0.0,16.27,49.33,876.3725
2015-01-02 04:30:00,0.128,0.026,0.034,16.19,46.6,876.4144
2015-01-02 04:40:00,0.099,0.046,0.005,16.43,49.26,876.3962
2015-01-02 04:50:00,0.0,0.001,0.0,16.2,49.77,876.4888
2015-01-02 05:00:00,0.0,0.0,0.0,15.97,52.29,876.5142
2015-01-02 05:10:00,0.0,0.0,0.0,15.55,53.79,876.5463
2015-01-02 05:20:00,0.0,0.013,0.0,15.84,51.3,876.5046
2015-01-02 05:30:00,0.0,0.0,0.0,15.94,52.74,876.4626
2015-01-02 05:40:00,0.919,0.205,0.075,16.56,47.55,876.3419
2015-01-02 05:50:00,0.513,0.164,0.087,16.87,48.3,876.4811
2015-01-02 06:00:00,0.884,0.188,0.04,17.14,48.47,876.6202
2015-01-02 06:10:00,0.086,0.0,0.0,16.68,49.8,876.6782
2015-01-02 06:20:00,0.0,0.0,0.063,16.55,51.44,876.8414
2015-01-02 06:30:00,0.0,0.0,0.0,16.24,54.17,876.9966
2015-01-02 06:40:00,0.0,0.01,0.012,15.59,55.05,877.0211
2015-01-02 06:50:00,0.193,0.141,0.001,15.99,52.87,877.0461
2015-01-02 07:00:00,0.001,0.464,0.376,15.9,58.8,877.2749
2015-01-02 07:10:00,0.0,2.296,1.998,15.25,59.18,877.3323
2015-01-02 07:20:00,0.0,6.925,5.819,15.25,58.91,877.5778
2015-01-02 07:30:00,0.0,15.25,13.85,15.11,58.53,877.6511
2015-01-02 07:40:00,0.002,30.27,25.77,15.29,57.88,877.7496
2015-01-02 07:50:00,0.042,51.93,40.73,15.3,57.81,877.9293
2015-01-02 08:00:00,0.108,109.5,58.09,15.44,57.61,878.0691
2015-01-02 08:10:00,0.0,138.8,74.46,16.25,52.8,878.2894
2015-01-02 08:20:00,0.0,104.3,73.77,16.83,53.59,878.3304
2015-01-02 08:30:00,0.191,191.3,80.9,17.83,49.46,878.4589
2015-01-02 08:40:00,0.063,158.4,89.1,18.2,55.35,878.5912
2015-01-02 08:50:00,0.116,232.5,82.4,17.64,50.27,878.6273
2015-01-02 09:00:00,0.0,156.2,86.1,18.54,51.33,878.8031
2015-01-02 09:10:00,0.0,272.4,112.9,19.24,47.44,878.7806
2015-01-02 09:20:00,0.0,340.1,135.1,19.18,45.23,878.8514
2015-01-02 09:30:00,0.0,513.0,140.7,21.57,36.23,878.7818
2015-01-02 09:40:00,0.0,564.6,156.8,23.05,33.98,878.5667
2015-01-02 09:50:00,0.0,532.0,100.5,22.73,36.02,878.5212
2015-01-02 10:00:00,0.0,538.7,82.0,22.41,37.83,878.537
2015-01-02 10:10:00,0.0,567.7,84.4,22.04,36.94,878.6432
2015-01-02 10:20:00,0.0,597.1,91.4,22.48,35.51,878.5283
2015-01-02 10:30:00,0.0,610.7,96.4,22.84,36.36,878.4469
2015-01-02 10:40:00,0.0,652.8,106.3,23.04,34.9,878.5531
2015-01-02 10:50:00,0.0,667.1,93.9,23.54,34.49,878.4877
2015-01-02 11:00:00,0.0,685.5,89.9,23.3,35.54,878.4384
2015-01-02 11:10:00,0.0,702.7,86.4,23.57,36.77,878.3077
2015-01-02 11:20:00,0.0,718.5,86.1,23.2,37.14,878.1929
2015-01-02 11:30:00,0.0,736.8,86.9,23.66,36.87,878.0215
2015-01-02 11:40:00,0.0,743.9,88.8,24.2,35.47,877.915
2015-01-02 11:50:00,0.0,758.6,89.9,24.44,36.57,877.7433
2015-01-02 12:00:00,0.0,765.4,91.0,24.23,36.09,877.6533
2015-01-02 12:10:00,0.0,765.7,92.3,24.39,34.69,877.4651
2015-01-02 12:20:00,0.0,767.1,98.1,24.6,34.18,877.3588
2015-01-02 12:30:00,0.0,768.5,96.0,24.5,34.76,877.1707
2015-01-02 12:40:00,0.0,768.7,95.4,24.74,33.43,876.9662
2015-01-02 12:50:00,0.0,776.8,91.5,24.58,32.03,876.7454
2015-01-02 13:00:00,0.0,776.8,90.7,25.5,30.81,876.549
2015-01-02 13:10:00,0.0,767.5,89.8,25.11,30.91,876.3691
2015-01-02 13:20:00,0.0,763.5,90.5,25.58,30.16,876.1402
2015-01-02 13:30:00,0.0,761.7,92.2,26.38,29.27,875.9684
2015-01-02 13:40:00,0.0,758.1,101.8,25.73,30.36,875.7885
2015-01-02 13:50:00,0.0,745.3,104.8,26.0,29.99,875.6086
2015-01-02 14:00:00,0.0,610.6,104.8,26.14,28.22,875.5023
2015-01-02 14:10:00,0.0,293.3,116.3,26.03,26.48,875.2814
2015-01-02 14:20:00,0.0,164.5,146.1,25.4,27.57,875.126
2015-01-02 14:30:00,0.031,314.2,154.0,25.17,27.5,874.9542
2015-01-02 14:40:00,0.303,662.9,121.7,26.72,24.77,874.7745
2015-01-02 14:50:00,0.0,622.7,97.1,27.04,24.84,874.742
2015-01-02 15:00:00,0.0,588.1,96.1,26.82,25.05,874.742
2015-01-02 15:10:00,0.0,566.7,91.9,26.97,25.22,874.742
2015-01-02 15:20:00,0.0,537.7,86.5,26.99,23.58,874.701
2015-01-02 15:30:00,0.0,512.6,83.8,27.15,22.97,874.5781
2015-01-02 15:40:00,0.0,476.7,82.1,27.1,24.09,874.4391
2015-01-02 15:50:00,0.0,456.6,79.61,27.0,24.84,874.4394
2015-01-02 16:00:00,0.0,432.9,80.2,26.96,24.23,874.4395
2015-01-02 16:10:00,0.0,372.4,75.84,27.42,24.5,874.4393
2015-01-02 16:20:00,0.0,346.2,74.35,27.71,24.06,874.3903
2015-01-02 16:30:00,0.0,366.5,79.6,27.32,24.74,874.3409
2015-01-02 16:40:00,0.0,323.7,75.45,27.87,23.45,874.2839
2015-01-02 16:50:00,0.0,282.8,70.65,27.93,23.92,874.1614
2015-01-02 17:00:00,0.0,230.8,59.84,27.79,25.8,874.1611
2015-01-02 17:10:00,0.0,171.9,51.64,27.45,24.64,874.1945
2015-01-02 17:20:00,0.0,70.58,39.83,26.81,25.73,874.2512
2015-01-02 17:30:00,0.0,124.2,41.67,26.91,26.75,874.1859
2015-01-02 17:40:00,0.0,84.7,36.38,27.0,26.58,874.1774
2015-01-02 17:50:00,0.0,47.68,27.68,26.54,28.45,874.1123
2015-01-02 18:00:00,0.0,28.22,18.57,26.15,30.19,874.1777
2015-01-02 18:10:00,0.0,13.03,11.53,25.43,31.35,874.0469
2015-01-02 18:20:00,0.0,7.352,6.364,24.68,34.52,874.1376
2015-01-02 18:30:00,0.0,0.616,0.5,23.88,34.72,874.1769
2015-01-02 18:40:00,0.0,0.0,0.0,23.36,36.26,874.1614
2015-01-02 18:50:00,0.0,0.0,0.0,22.9,35.82,874.1863
2015-01-02 19:00:00,0.0,0.0,0.0,22.94,37.96,874.3414
2015-01-02 19:10:00,0.0,0.0,0.0,21.92,42.15,874.4641
2015-01-02 19:20:00,0.0,0.0,0.0,21.4,42.63,874.5949
2015-01-02 19:30:00,0.0,0.0,0.0,20.85,45.87,874.6603
2015-01-02 19:40:00,0.0,0.0,0.0,20.43,45.53,874.7999
2015-01-02 19:50:00,0.0,0.0,0.0,20.32,47.09,874.9222
2015-01-02 20:00:00,0.0,0.0,0.0,20.14,44.27,874.9703
2015-01-02 20:10:00,0.0,0.0,0.0,20.14,46.72,875.0284
2015-01-02 20:20:00,0.0,0.0,0.0,19.78,46.14,875.0038
2015-01-02 20:30:00,0.0,0.0,0.0,19.85,45.7,875.1021
2015-01-02 20:40:00,0.0,0.0,0.0,19.89,45.73,875.2593
2015-01-02 20:50:00,0.0,0.0,0.0,19.7,46.86,875.3295
2015-01-02 21:00:00,0.0,0.0,0.0,19.34,48.8,875.3522
2015-01-02 21:10:00,0.0,0.036,0.0,19.13,48.5,875.5588
2015-01-02 21:20:00,0.0,0.0,0.0,19.11,48.02,875.6135
2015-01-02 21:30:00,0.0,0.0,0.0,19.17,49.87,875.7448
2015-01-02 21:40:00,0.0,0.0,0.0,18.57,51.16,875.7792
2015-01-02 21:50:00,0.0,0.0,0.0,18.79,49.05,875.9664
2015-01-02 22:00:00,0.0,0.011,0.0,18.78,49.8,876.051
2015-01-02 22:10:00,0.0,0.108,0.0,18.74,51.74,876.0528
2015-01-02 22:20:00,0.0,0.0,0.0,18.25,52.97,876.0908
2015-01-02 22:30:00,0.0,0.0,0.0,18.28,52.22,876.1625
2015-01-02 22:40:00,0.0,0.0,0.0,18.4,52.25,876.1269
2015-01-02 22:50:00,0.0,0.0,0.0,18.32,52.11,876.1057
2015-01-02 23:00:00,0.0,0.0,0.0,18.17,54.33,876.1284
2015-01-02 23:10:00,0.0,0.0,0.0,17.91,53.95,876.1477
2015-01-02 23:20:00,0.0,0.0,0.0,17.93,56.41,876.1227
2015-01-02 23:30:00,0.0,0.0,0.0,17.58,54.87,876.09
2015-01-02 23:40:00,0.0,0.0,0.0,17.69,57.23,876.1471
2015-01-02 23:50:00,0.0,0.0,0.0,17.29,56.95,876.1181
2015-01-03 00:00:00,0.0,0.0,0.0,17.41,56.07,876.0522
2015-01-03 00:10:00,0.0,0.0,0.0,17.35,58.15,876.1595
2015-01-03 00:20:00,0.0,0.0,0.0,16.95,59.72,876.1959
2015-01-03 00:30:00,0.0,0.0,0.0,16.97,58.56,876.2048
2015-01-03 00:40:00,0.0,0.001,0.0,17.27,57.6,876.2471
2015-01-03 00:50:00,0.0,0.0,0.0,17.07,59.04,876.2186
2015-01-03 01:00:00,0.0,0.0,0.0,16.75,58.18,876.2904
2015-01-03 01:10:00,0.037,0.0,0.0,17.29,59.92,876.2543
2015-01-03 01:20:00,0.0,0.0,0.0,16.73,59.75,876.3166
2015-01-03 01:30:00,0.0,0.0,0.0,16.81,60.27,876.3202
2015-01-03 01:40:00,0.0,0.0,0.0,16.58,60.03,876.298
2015-01-03 01:50:00,0.002,0.001,0.066,16.39,61.12,876.2261
2015-01-03 02:00:00,0.0,0.0,0.0,16.06,64.12,876.1349
2015-01-03 02:10:00,0.0,0.0,0.0,15.98,62.62,876.0905
2015-01-03 02:20:00,0.0,0.0,0.0,16.0,65.58,876.1001
2015-01-03 02:30:00,0.0,0.0,0.0,15.73,63.78,875.9984
2015-01-03 02:40:00,0.0,0.0,0.0,15.67,65.07,876.0072
2015-01-03 02:50:00,0.0,0.003,0.0,15.48,65.72,876.1287
2015-01-03 03:00:00,0.0,0.04,0.0,15.58,63.98,876.0621
2015-01-03 03:10:00,0.0,0.0,0.0,15.85,64.09,875.9819
2015-01-03 03:20:00,0.135,0.003,0.0,15.97,62.45,875.925
2015-01-03 03:30:00,0.06,0.0,0.0,15.99,64.33,875.9655
2015-01-03 03:40:00,0.0,0.0,0.0,15.69,65.18,875.8513
2015-01-03 03:50:00,0.0,0.0,0.0,15.61,64.33,875.8511
2015-01-03 04:00:00,0.0,0.0,0.0,15.44,65.66,875.8432
2015-01-03 04:10:00,0.0,0.0,0.0,15.21,65.55,875.8516
2015-01-03 04:20:00,0.0,0.0,0.0,15.25,66.51,876.0313
2015-01-03 04:30:00,0.0,0.0,0.0,15.14,65.69,876.0804
2015-01-03 04:40:00,0.0,0.0,0.0,15.13,68.14,876.0641
2015-01-03 04:50:00,0.0,0.0,0.0,15.15,65.25,876.0803
2015-01-03 05:00:00,0.052,0.0,0.0,15.51,66.44,876.1945
2015-01-03 05:10:00,0.0,0.004,0.008,15.06,66.06,876.3015
2015-01-03 05:20:00,0.134,0.012,0.007,15.3,64.33,876.2191
2015-01-03 05:30:00,0.401,0.0,0.0,15.69,63.1,876.1295
2015-01-03 05:40:00,0.138,0.0,0.0,15.66,64.02,876.2036
2015-01-03 05:50:00,0.0,0.0,0.0,15.34,65.45,876.3669
2015-01-03 06:00:00,0.195,0.008,0.001,15.55,62.55,876.4804
2015-01-03 06:10:00,0.325,0.017,0.003,15.91,63.64,876.4656
2015-01-03 06:20:00,0.0,0.0,0.0,15.28,66.27,876.7512
2015-01-03 06:30:00,0.027,0.0,0.0,15.56,64.43,876.7682
2015-01-03 06:40:00,0.0,0.0,0.0,15.4,65.83,876.9721
2015-01-03 06:50:00,0.0,0.017,0.0,15.2,65.79,876.9805
2015-01-03 07:00:00,0.0,0.638,0.35,15.13,66.2,877.1602
2015-01-03 07:10:00,0.148,3.63,3.044,15.25,63.54,877.2668
2015-01-03 07:20:00,0.001,6.54,5.49,15.18,67.5,877.324
2015-01-03 07:30:00,0.085,22.82,13.09,14.74,62.14,877.4468
2015-01-03 07:40:00,0.017,35.98,16.06,15.26,62.72,877.635
2015-01-03 07:50:00,0.0,23.87,20.01,14.86,64.39,877.7086
2015-01-03 08:00:00,0.0,42.5,26.13,15.06,63.58,877.815
2015-01-03 08:10:00,0.0,33.18,28.32,15.1,61.5,877.9786
2015-01-03 08:20:00,0.159,59.55,33.91,15.5,59.21,878.2241
2015-01-03 08:30:00,0.48,128.0,51.22,16.22,59.59,878.3304
2015-01-03 08:40:00,0.073,115.1,61.94,16.51,60.81,878.5186
2015-01-03 08:50:00,0.237,165.4,84.6,16.97,60.06,878.6329
2015-01-03 09:00:00,0.617,349.6,93.5,17.95,54.16,878.6837
2015-01-03 09:10:00,0.29,390.5,68.91,20.11,48.71,878.685
2015-01-03 09:20:00,0.0,337.5,71.03,19.56,51.06,878.6664
2015-01-03 09:30:00,0.0,408.8,70.15,20.08,47.3,878.5747
2015-01-03 09:40:00,0.0,439.7,75.6,19.81,49.11,878.5124
2015-01-03 09:50:00,0.0,545.5,79.31,20.22,49.45,609.0197
2015-01-03 10:00:00,0.0,556.6,84.8,20.24,47.74,878.5447
2015-01-03 10:10:00,0.023,508.8,98.1,20.4,49.24,878.4465
2015-01-03 10:20:00,0.019,633.5,128.7,20.38,48.49,878.4959
2015-01-03 10:30:00,0.779,633.5,148.3,20.95,46.69,878.4631
2015-01-03 10:40:00,1.427,707.8,166.1,21.61,46.65,878.5286
2015-01-03 10:50:00,0.256,495.1,237.4,21.3,47.47,878.4795
2015-01-03 11:00:00,0.834,624.6,217.1,21.63,46.07,878.4382
2015-01-03 11:10:00,1.686,751.9,186.9,21.91,44.81,878.3404
2015-01-03 11:20:00,3.349,725.9,240.9,22.74,43.18,878.5292
2015-01-03 11:30:00,0.218,548.6,311.3,22.54,42.53,878.5353
2015-01-03 11:40:00,0.739,733.2,271.8,22.78,39.63,877.9148
2015-01-03 11:50:00,0.98,748.2,212.7,23.09,38.61,877.7186
2015-01-03 12:00:00,0.674,489.0,224.6,23.17,40.31,877.5551
2015-01-03 12:10:00,3.036,710.0,248.2,23.94,38.64,877.4978
2015-01-03 12:20:00,0.741,660.0,280.5,23.54,38.51,877.4243
2015-01-03 12:30:00,2.657,650.6,327.1,23.59,36.36,877.3258
2015-01-03 12:40:00,3.693,709.9,308.1,24.02,36.36,877.0807
2015-01-03 12:50:00,3.851,751.0,275.0,24.29,32.41,876.9825
2015-01-03 13:00:00,6.51,806.0,181.3,25.05,31.11,876.8271
2015-01-03 13:10:00,3.839,735.1,179.8,25.32,34.21,876.7047
